puzzle,solution,clues,difficulty,difficulty_range,result,time
300006020000000500800000904507000400060073000000209005004007019790000300005000000,351496728946782531872315964527861493469573182183249675234657819798124356615938247,24,0.0,0,351496728946782531872315964527861493469573182183249675234657819798124356615938247,0.316
000007009732009000090200008080100060000030000300056401050302000070000040004000005,815467239732589614496213758587124963641938527329756481958342176173695842264871395,25,0.0,0,815467239732589614496213758587124963641938527329756481958342176173695842264871395,1.167
170000320920000058000300000000080000004010062037500000680000000000000800000065004,176458329923671458458392617561289743894713562237546981682934175345127896719865234,23,0.0,0,176458329923671458458392617561289743894713562237546981682934175345127896719865234,1.250
100000000690000030000804700709005400000003580000000109500030000207008004000050068,178329645694517832352864791769185423421973586835246179586432917217698354943751268,25,0.0,0,178329645694517832352864791769185423421973586835246179586432917217698354943751268,0.349
006000402200065070000007900800009050040100000170000008900000000520008001000002040,756893412291465873483217965862379154345186729179524638934751286527648391618932547,24,0.0,0,756893412291465873483217965862379154345186729179524638934751286527648391618932547,0.209
400005200700400000020000600960000007040500000080300900008104060000000801032060000,419635278756482319823719654961248537347596182285371946598124763674953821132867495,24,0.0,0,419635278756482319823719654961248537347596182285371946598124763674953821132867495,0.924
082900010003000005000100740207040000900720000000000600804500090390001004000000070,482957316713462985659183742237648159961725438548319627874536291395271864126894573,25,0.0,0,482957316713462985659183742237648159961725438548319627874536291395271864126894573,1.275
008602000003000090000004706070010080800000000090000341300700905600280000000000008,718692534463157892925834716574316289831429657296578341382741965649285173157963428,24,0.0,0,718692534463157892925834716574316289831429657296578341382741965649285173157963428,0.905
000040006070000001500600900805004090069500003000870000000000302600093100407000800,198245736276938541543617928815364297769521483324879615951486372682793154437152869,26,0.0,0,198245736276938541543617928815364297769521483324879615951486372682793154437152869,1.259
000000000400380000609100508000004000000000002046020190000050001500002800031400205,783295614415386729629147538152974386978631452346528197267853941594712863831469275,25,1.0,0,783295614415386729629147538152974386978631452346528197267853941594712863831469275,1.934
080000000054000010000500407403007206021003500060008003000000090005090000000831060,789314652354672918216589437493157286821463579567928143678245391135796824942831765,26,0.0,0,789314652354672918216589437493157286821463579567928143678245391135796824942831765,1.743
000007000940015020000000043004062500300700001089000000000020090500000006070980004,862437915943615728157298643714862539325749861689153472438526197591374286276981354,25,0.0,0,862437915943615728157298643714862539325749861689153472438526197591374286276981354,0.623
800020046400008050020000080002031008090004030000700500000080009000600010043000000,837529146469178253125346987652931478791854632384762591516483729278695314943217865,24,0.0,0,837529146469178253125346987652931478791854632384762591516483729278695314943217865,3.499
000008905003064000090000084000010000006000128040000070001000000000021009500740600,412378965853964217697152384285617493736495128149283576971536842364821759528749631,24,0.0,0,412378965853964217697152384285617493736495128149283576971536842364821759528749631,0.074
000009001106270000008000090000052000000000000005360420080000003070680200060001540,752849361196273854438516792847152936623497185915368427581924673374685219269731548,25,0.0,0,752849361196273854438516792847152936623497185915368427581924673374685219269731548,19.660
502400090100025700980000000060000000000010400000007086050000013000030604028000000,572486391143925768986371245265849137897613452431257986654792813719538624328164579,24,0.0,0,572486391143925768986371245265849137897613452431257986654792813719538624328164579,16.394
200900000800000030000582000400000100005009008007000290000020700000000506032068001,214936857859417632673582419498273165125649378367851294946125783781394526532768941,24,1.0,0,214936857859417632673582419498273165125649378367851294946125783781394526532768941,0.755
901000060062000008800030700000009000000600000790480200600108000000700002000002095,971824563362517948854936721516279384248653179793481256625198437439765812187342695,24,0.0,0,971824563362517948854936721516279384248653179793481256625198437439765812187342695,0.799
070000000003940100006750830400000000000800000301000609129000307000000006000080020,274138965853946172916752834492613758765894213381527649129465387538271496647389521,24,0.0,0,274138965853946172916752834492613758765894213381527649129465387538271496647389521,0.972
900008100003000500080900030000040003527000010100006000000005080800000020000060300,975238164213674598486951732698147253527389416134526879362415987841793625759862341,22,0.0,0,975238164213674598486951732698147253527389416134526879362415987841793625759862341,0.496
300006045040000080000090200004600759800300060070000020100503000000140000000087000,317826945942735681586491273234618759859372164671954328128563497765149832493287516,25,0.0,0,317826945942735681586491273234618759859372164671954328128563497765149832493287516,0.272
000500080000030007000080930080000010000070000065108020000001000800700009706300004,374519286198236547652487931487923615231675498965148723549861372823754169716392854,23,0.0,0,374519286198236547652487931487923615231675498965148723549861372823754169716392854,16.577
000007013009000400802000000000002900200010040000040108010050000406270080000004600,654927813179538462832461759341682975285719346967345128713856294496273581528194637,24,0.0,0,654927813179538462832461759341682975285719346967345128713856294496273581528194637,1.936
500900301000562009007001060180000000700000002020050630000000003010870040000304000,564987321831562479297431865186723594753649182429158637948216753312875946675394218,26,0.0,0,564987321831562479297431865186723594753649182429158637948216753312875946675394218,0.194
940008500008004000000000200050620400200090070060700003070000038000010050300000002,943278561628154397715936284857623419234891675169745823571462938482319756396587142,24,0.0,0,943278561628154397715936284857623419234891675169745823571462938482319756396587142,0.215
000020057500800600003004009800003000600700004050000000049036021105007000000000000,968321457514879632273654189892413576631785294457962318749536821185247963326198745,24,0.0,0,968321457514879632273654189892413576631785294457962318749536821185247963326198745,0.688
800600040400058076030000005001000002000382000060010800758000000000200060002003000,875639241429158376136724985381496752597382614264517839758961423943275168612843597,25,0.0,0,875639241429158376136724985381496752597382614264517839758961423943275168612843597,0.109
090000200000170000000000063740800000000002100000000008400020901001530700509040020,694385217352176849817294563745813692938462175126957438473628951261539784589741326,24,0.0,0,694385217352176849817294563745813692938462175126957438473628951261539784589741326,6.606
030900050017600020009050004060100200000000610002003080200005000005020070090070000,634982751517634829829751364763198245958247613142563987276315498385429176491876532,25,0.0,0,634982751517634829829751364763198245958247613142563987276315498385429176491876532,0.156
050002080020050106004080000419000000000000700000000030030500200000041950006900000,657412389823759146194386572419837625385264791762195438931578264278641953546923817,23,0.0,0,657412389823759146194386572419837625385264791762195438931578264278641953546923817,11.838
035000020800100000020000509200007060704010000009600340000001030000900006000050002,135794628896125473427836519283547961764319285519682347958261734342978156671453892,24,0.0,0,135794628896125473427836519283547961764319285519682347958261734342978156671453892,0.362
007090000056008001000170000400000608090000400800020000000940520023000090900500007,147295863256438971389176245472359618695781432831624759718943526523867194964512387,25,0.0,0,147295863256438971389176245472359618695781432831624759718943526523867194964512387,0.176
000000100081009350457010200540900060030740000900050003000000000705000000000108090,329587146681429357457613289542931768138746925976852413814395672795264831263178594,26,0.0,0,329587146681429357457613289542931768138746925976852413814395672795264831263178594,0.190
000003020001040958450000000300000000000000801065720300000008006590000080003410000,978153624231647958456289713319864275742935861865721349127598436594376182683412597,25,0.0,0,978153624231647958456289713319864275742935861865721349127598436594376182683412597,5.585
003010087800003000450600000500060230000000000100780000000201400000500900092000000,923415687867923154451678392578164239246359871139782546785291463614537928392846715,23,0.0,0,923415687867923154451678392578164239246359871139782546785291463614537928392846715,0.442
000090000090000002745002600020604501400070000059200080006000830001000000000008005,162497358893156742745832619327684591418579263659213487576921834281345976934768125,25,0.0,0,162497358893156742745832619327684591418579263659213487576921834281345976934768125,0.299
004007056300026000800000009060010200008700904020064008002400000600000000050008000,294187356375926841816543729467819235138752964529364178982475613643291587751638492,25,0.0,0,294187356375926841816543729467819235138752964529364178982475613643291587751638492,0.235
400900650900200010025000000030040800000007009060000304600002030000501008050400000,418973652976285413325614987739146825842357169561829374684792531293561748157438296,25,0.0,0,418973652976285413325614987739146825842357169561829374684792531293561748157438296,0.500
000000030000386000000000945007600850003004090000700003006020000040900020002000104,271549638954386271368172945417693852583214796629758413136427589845961327792835164,24,0.0,0,271549638954386271368172945417693852583214796629758413136427589845961327792835164,1.779
070000005200900030059000000000100400090005070004090200003000082000200091601700000,478321965216954837359678124867132459192465378534897216943516782785243691621789543,24,0.0,0,478321965216954837359678124867132459192465378534897216943516782785243691621789543,4.194
000000978480050000000000020670000040000309000304000000802900000000005003001006480,523461978489257631167893524678512349215349867394678152852934716746185293931726485,23,0.0,0,523461978489257631167893524678512349215349867394678152852934716746185293931726485,0.156
000300700000400001854000000100600300002000500078940020047000009000020600010000050,921368745736459281854271963195682374462713598378945126247536819589124637613897452,24,0.0,0,921368745736459281854271963195682374462713598378945126247536819589124637613897452,0.072
008000300900020760000007020207835010000000003001600000000570000040009000605040200,728456391954321768316987425267835914489712653531694872892573146143269587675148239,25,0.0,0,728456391954321768316987425267835914489712653531694872892573146143269587675148239,0.682
390000200210305000040000000000008060000006702000007081806040007020700000400902006,395614278218375649647829135752198463183456792964237581836541927529763814471982356,26,0.0,0,395614278218375649647829135752198463183456792964237581836541927529763814471982356,5.683
000204013001000200007060800023600000000007520000005000080000004090400000000903078,658294713941738265237561849523619487869347521174825396386172954795486132412953678,24,0.0,0,658294713941738265237561849523619487869347521174825396386172954795486132412953678,0.246
000960700002008600000050000061300002037002090090000000006013000000000070300000540,183964725952738614674251938461379852537682491298145367746513289825496173319827546,23,0.0,0,183964725952738614674251938461379852537682491298145367746513289825496173319827546,0.499
400050000000000803020000060000001009091580000800000024030407010704060000010000002,468753291179246853325918467647321589291584376853679124532497618784162935916835742,24,0.0,0,468753291179246853325918467647321589291584376853679124532497618784162935916835742,7.933
002000000000009743000040806103700000020004000700000400035072000060000290000100080,482367159516289743397541826143725968628934571759618432935872614861453297274196385,24,0.0,0,482367159516289743397541826143725968628934571759618432935872614861453297274196385,2.889
003000702000706500100030004040000005000050006500800290809502160320000000000000000,653498712284716539197235684948621375712359846536874291879542163321967458465183927,25,0.0,0,653498712284716539197235684948621375712359846536874291879542163321967458465183927,0.179
098000005020500900500000032050700680000180070000002004070063020000900000980040000,498326715723518946561479832352794681649185273817632594175863429234957168986241357,26,0.0,0,498326715723518946561479832352794681649185273817632594175863429234957168986241357,0.326
006000000000000900120809000000030000064095800050200600008300400401000070000040209,946573182583412967127869354812634795364795821759281643298357416431926578675148239,24,0.0,0,946573182583412967127869354812634795364795821759281643298357416431926578675148239,57.984
002080000300700008005010003800902046700000000000006820000000015100060000290000400,672583194314729658985614273831952746726841539549376821467298315153467982298135467,24,1.0,0,672583194314729658985614273831952746726841539549376821467298315153467982298135467,0.951
008004007400006000000000800605900020027000500190000040000005070009600003071000900,938154267412786395756329814645938721827461539193572648364895172289617453571243986,24,0.0,0,938154267412786395756329814645938721827461539193572648364895172289617453571243986,3.002
040006008010705300009000000003000040000370090508000060000000001000600400075200000,347926518816745329259183674793568142461372895528419763634897251982651437175234986,22,0.0,0,347926518816745329259183674793568142461372895528419763634897251982651437175234986,1.296
000100000000000698780024000060045000430802000000000076800000060000380042010000000,356198724142537698789624531961745283437862915528913476894251367675389142213476859,24,0.0,0,356198724142537698789624531961745283437862915528913476894251367675389142213476859,0.804
000007000371002000090000013006000000200500031700090020000800000000203004050040600,465137298371982465892654713516328947249576831738491526624815379987263154153749682,23,0.0,0,465137298371982465892654713516328947249576831738491526624815379987263154153749682,0.768
260005000810000002005400000000300000000000459601904000709000060000000380000082000,267835941814769532935421678492358716378216459651974823789143265126597384543682197,23,0.0,0,267835941814769532935421678492358716378216459651974823789143265126597384543682197,5.065
100004305020150009306002000000000054200500000070090000000006900000380041000040002,197864325428153679356972418839627154241538796675491283584216937762389541913745862,25,0.0,0,197864325428153679356972418839627154241538796675491283584216937762389541913745862,0.105
090000006006008000507902000000001200009003058850000100670000020030050040000040600,291435786346178592587962314463581279719623458852794163674319825138256947925847631,25,0.0,0,291435786346178592587962314463581279719623458852794163674319825138256947925847631,0.034
000084000600000041000007050020000000090720060700900034902300100000600000000008009,271584693658239741439167852325846917194723568786951234942375186813692475567418329,23,0.0,0,271584693658239741439167852325846917194723568786951234942375186813692475567418329,16.558
600200000000000400758000900006009140000008003203700080504000000000900000100640500,641297358932581476758436912876329145495168723213754689564873291327915864189642537,24,0.0,0,641297358932581476758436912876329145495168723213754689564873291327915864189642537,1.542
008000001050002009200000300900070002070000008582300060000000900617000003003040070,738459621154632789269817354946578132371264598582391467425783916617925843893146275,25,0.0,0,738459621154632789269817354946578132371264598582391467425783916617925843893146275,0.193
500409000000023100030080700620000009804007000000000610960000001002900000407050000,516479823748523196239186754621835479894617235375294618963742581152968347487351962,25,0.0,0,516479823748523196239186754621835479894617235375294618963742581152968347487351962,0.919
008002360000006512030000000980000040070920100000000020300070004001090000067200000,158742369794386512236519487982163745475928136613457928329871654841695273567234891,25,0.0,0,158742369794386512236519487982163745475928136613457928329871654841695273567234891,0.880
000783190000209060000000208400000029702000000008005300030008040580090000001000000,625783194814259763379641258463817529752936481198425376236178945587394612941562837,25,0.0,0,625783194814259763379641258463817529752936481198425376236178945587394612941562837,0.896
243005008000000259008060000031040070000050060500090003000008506800000304000004000,243975618716483259958261437631842975489357162572196843124738596867519324395624781,26,0.0,0,243975618716483259958261437631842975489357162572196843124738596867519324395624781,0.082
100050080000000502060780014700103000800090200904200000000900050009000700300070060,173452689498316572265789314726143895831597246954268137687921453519634728342875961,26,0.0,0,173452689498316572265789314726143895831597246954268137687921453519634728342875961,0.131
130000000809000630060000080000270100050008000400010206000040000000901005004025013,137862549849157632562439781396274158251698374478513296915346827723981465684725913,26,0.0,0,137862549849157632562439781396274158251698374478513296915346827723981465684725913,1.335
010003000060000000700000690100070405800000010200401063508097001000100000000000807,912863574465729138783514692136972485874356219259481763548697321327148956691235847,25,0.0,0,912863574465729138783514692136972485874356219259481763548697321327148956691235847,0.799
009070040000008120000030060051060003080000704004003000070040200000020070005006800,569172348347658129812934567251467983683219754794583612178345296936821475425796831,25,0.0,0,569172348347658129812934567251467983683219754794583612178345296936821475425796831,1.407
000001064840600700007090000090002000000000307300059000034060010750000002000010000,523871964849623751167594823496732185215486397378159246934267518751948632682315479,24,0.0,0,523871964849623751167594823496732185215486397378159246934267518751948632682315479,1.117
900008041000030690037000000050602009000004000000050800309000020700080000800000500,962578341584231697137946285458612739673894152291357864319765428725483916846129573,23,0.0,0,962578341584231697137946285458612739673894152291357864319765428725483916846129573,0.123
068070004000109700000820300007000400504000900080000050070004800000000020020600000,968573214352149768741826395637915482514382976289467153176254839495738621823691547,23,0.0,0,968573214352149768741826395637915482514382976289467153176254839495738621823691547,1.342
016000090000000370807000000030020049900500600000003000290000004000860025000100800,316457298459286371827319456731628549942571683685943712298735164173864925564192837,24,0.0,0,316457298459286371827319456731628549942571683685943712298735164173864925564192837,2.487
010000020004600701000000930000500073000083100020904500000009206006020010700000000,513897624294635781678241935189562473465783192327914568841379256956428317732156849,25,0.0,0,513897624294635781678241935189562473465783192327914568841379256956428317732156849,0.215
500060000002008609100000802000006200004000090030720010048500000000000070000804000,589263147472158639163947852957416283214385796836729514748532961325691478691874325,23,0.0,0,589263147472158639163947852957416283214385796836729514748532961325691478691874325,1.214
900030140005090030000002500700080001004105800030700000000200004060050000000406020,928537146645891732317642589756384291294165873831729465189273654462958317573416928,25,0.0,0,928537146645891732317642589756384291294165873831729465189273654462958317573416928,0.664
002000000004068270900300085000040000000000050803009600008456010000000049000100500,182574936534968271976321485721645893469832157853719624398456712615287349247193568,25,0.0,0,182574936534968271976321485721645893469832157853719624398456712615287349247193568,14.089
260005107000000000095030800000070090753900000000000046000200300002860000000014080,268495137437681925195732864624178593753946218981523746846259371312867459579314682,25,0.0,0,268495137437681925195732864624178593753946218981523746846259371312867459579314682,0.375
030400002005009000000500030500207809000000070062000000200000908010900004009003007,836471592175329486924568731541237869398614275762895143253746918617982354489153627,24,0.0,0,836471592175329486924568731541237869398614275762895143253746918617982354489153627,0.855
009000005047060900500040000700023008000000501800000090023400000405100300060009000,619372845347865912582941637791523468234698571856714293923457186475186329168239754,25,1.0,0,619372845347865912582941637791523468234698571856714293923457186475186329168239754,0.213
030009400000010000050000063090000700000090005070560830080000000000000120062700300,738629451426315987951874263695483712813297645274561839389142576547936128162758394,23,0.0,0,738629451426315987951874263695483712813297645274561839389142576547936128162758394,29.339
000900000030000500004001002610002030082000100000105090060070000320600000470080050,257936814136428579894751362619842735582397146743165298968573421325614987471289653,25,0.0,0,257936814136428579894751362619842735582397146743165298968573421325614987471289653,2.773
040050900300000000007360020000400000600000190014800070900080050000010006000007240,246758913395142687187369425739421568628573194514896372963284751472915836851637249,24,0.0,0,246758913395142687187369425739421568628573194514896372963284751472915836851637249,19.465
280090450900700006030010000000000604070200000060300910400000000000000089000570200,287693451941785326635412798392851674174269835568347912453928167726134589819576243,24,0.0,0,287693451941785326635412798392851674174269835568347912453928167726134589819576243,2.401
000000025070000000960570000004000070000006912000018060008000004001000030300024000,183649725475281396962573841614392578837456912529718463298137654741865239356924187,23,0.0,0,183649725475281396962573841614392578837456912529718463298137654741865239356924187,1.334
000040000100000307008000010000300072090400130000290000500008000306021000780000050,973142865125869347468753219854316972297485136631297584519678423346521798782934651,24,0.0,0,973142865125869347468753219854316972297485136631297584519678423346521798782934651,10.393
000030768000020003089070000020000570040000036803001000007000600094000000230000490,452139768761428953389675124926384571145297836873561249517943682694852317238716495,26,0.0,0,452139768761428953389675124926384571145297836873561249517943682694852317238716495,1.253
500814090007090050010050280100000020350200000000640000070400600009000100600000000,523814796867392451914756283146938527358271964792645318271489635489563172635127849,25,0.0,0,523814796867392451914756283146938527358271964792645318271489635489563172635127849,0.075
620180030030000500008020000004007000570000000800400020000063901001070000000900300,625189437139746582748325619914257863572638194863491725287563941391874256456912378,24,0.0,0,625189437139746582748325619914257863572638194863491725287563941391874256456912378,0.488
500006900009407000030050800070009100100608002000070006000000700000300000201000004,512836947689417253734952861476529138193648572825173496358264719947381625261795384,23,0.0,0,512836947689417253734952861476529138193648572825173496358264719947381625261795384,0.082
002006000400070300600200400035008004000010709207000008040009007090602000000050000,352496871489571362671283495935728614864315729217964538546139287798642153123857946,25,0.0,0,352496871489571362671283495935728614864315729217964538546139287798642153123857946,0.130
300000000000030000902005004050390817000002900000500000740000056005160040000000003,368749521574231698912685374256394817437812965189576432743928156825163749691457283,24,0.0,0,368749521574231698912685374256394817437812965189576432743928156825163749691457283,12.485
000008040970400050008000207000203086290000000000749000000000002780000015014050000,125978643973426158468531297547213986291865734836749521359187462782694315614352879,26,1.0,0,125978643973426158468531297547213986291865734836749521359187462782694315614352879,0.347
000003700001007090067020850300000000945000070000000100050109000000000600006080040,589643712231857496467921853312798564945216378678534129854169237193472685726385941,23,0.0,0,589643712231857496467921853312798564945216378678534129854169237193472685726385941,1.704
040000009030000286070608010625007300004010000007000000000300000000706040060089000,846132759139574286572698413625847391984213675317965824458321967293756148761489532,25,0.0,0,846132759139574286572698413625847391984213675317965824458321967293756148761489532,0.214
094007080000001049100004030006019020020060000000003100060300508007400003000000000,594637281632851749178924635346519827921768354785243196469372518217485963853196472,25,0.0,0,594637281632851749178924635346519827921768354785243196469372518217485963853196472,0.242
