puzzle,solution,clues,difficulty,difficulty_range,result,time
000000100081009350457010200540900060030740000900050003000000000705000000000108090,329587146681429357457613289542931768138746925976852413814395672795264831263178594,26,0.0,0,329587146681429357457613289542931768138746925976852413814395672795264831263178594,0.244
000003020001040958450000000300000000000000801065720300000008006590000080003410000,978153624231647958456289713319864275742935861865721349127598436594376182683412597,25,0.0,0,978153624231647958456289713319864275742935861865721349127598436594376182683412597,1.245
003010087800003000450600000500060230000000000100780000000201400000500900092000000,923415687867923154451678392578164239246359871139782546785291463614537928392846715,23,0.0,0,923415687867923154451678392578164239246359871139782546785291463614537928392846715,0.497
000090000090000002745002600020604501400070000059200080006000830001000000000008005,162497358893156742745832619327684591418579263659213487576921834281345976934768125,25,0.0,0,162497358893156742745832619327684591418579263659213487576921834281345976934768125,0.186
004007056300026000800000009060010200008700904020064008002400000600000000050008000,294187356375926841816543729467819235138752964529364178982475613643291587751638492,25,0.0,0,294187356375926841816543729467819235138752964529364178982475613643291587751638492,0.318
400900650900200010025000000030040800000007009060000304600002030000501008050400000,418973652976285413325614987739146825842357169561829374684792531293561748157438296,25,0.0,0,418973652976285413325614987739146825842357169561829374684792531293561748157438296,0.332
000000030000386000000000945007600850003004090000700003006020000040900020002000104,271549638954386271368172945417693852583214796629758413136427589845961327792835164,24,0.0,0,271549638954386271368172945417693852583214796629758413136427589845961327792835164,1.810
070000005200900030059000000000100400090005070004090200003000082000200091601700000,478321965216954837359678124867132459192465378534897216943516782785243691621789543,24,0.0,0,478321965216954837359678124867132459192465378534897216943516782785243691621789543,1.126
000000978480050000000000020670000040000309000304000000802900000000005003001006480,523461978489257631167893524678512349215349867394678152852934716746185293931726485,23,0.0,0,523461978489257631167893524678512349215349867394678152852934716746185293931726485,0.290
000300700000400001854000000100600300002000500078940020047000009000020600010000050,921368745736459281854271963195682374462713598378945126247536819589124637613897452,24,0.0,0,921368745736459281854271963195682374462713598378945126247536819589124637613897452,0.249
008000300900020760000007020207835010000000003001600000000570000040009000605040200,728456391954321768316987425267835914489712653531694872892573146143269587675148239,25,0.0,0,728456391954321768316987425267835914489712653531694872892573146143269587675148239,0.716
390000200210305000040000000000008060000006702000007081806040007020700000400902006,395614278218375649647829135752198463183456792964237581836541927529763814471982356,26,0.0,0,395614278218375649647829135752198463183456792964237581836541927529763814471982356,1.786
000204013001000200007060800023600000000007520000005000080000004090400000000903078,658294713941738265237561849523619487869347521174825396386172954795486132412953678,24,0.0,0,658294713941738265237561849523619487869347521174825396386172954795486132412953678,0.286
000960700002008600000050000061300002037002090090000000006013000000000070300000540,183964725952738614674251938461379852537682491298145367746513289825496173319827546,23,0.0,0,183964725952738614674251938461379852537682491298145367746513289825496173319827546,0.300
400050000000000803020000060000001009091580000800000024030407010704060000010000002,468753291179246853325918467647321589291584376853679124532497618784162935916835742,24,0.0,0,468753291179246853325918467647321589291584376853679124532497618784162935916835742,3.326
002000000000009743000040806103700000020004000700000400035072000060000290000100080,482367159516289743397541826143725968628934571759618432935872614861453297274196385,24,0.0,0,482367159516289743397541826143725968628934571759618432935872614861453297274196385,2.950
003000702000706500100030004040000005000050006500800290809502160320000000000000000,653498712284716539197235684948621375712359846536874291879542163321967458465183927,25,0.0,0,653498712284716539197235684948621375712359846536874291879542163321967458465183927,0.319
098000005020500900500000032050700680000180070000002004070063020000900000980040000,498326715723518946561479832352794681649185273817632594175863429234957168986241357,26,0.0,0,498326715723518946561479832352794681649185273817632594175863429234957168986241357,0.413
006000000000000900120809000000030000064095800050200600008300400401000070000040209,946573182583412967127869354812634795364795821759281643298357416431926578675148239,24,0.0,0,946573182583412967127869354812634795364795821759281643298357416431926578675148239,48.202
002080000300700008005010003800902046700000000000006820000000015100060000290000400,672583194314729658985614273831952746726841539549376821467298315153467982298135467,24,1.0,0,672583194314729658985614273831952746726841539549376821467298315153467982298135467,0.997
000009300100308000000071080800600000903000740000730060000010400019000030600040902,728469351146358297395271684874695123963182745251734869532916478419827536687543912,26,2.0,1,728469351146358297395271684874695123963182745251734869532916478419827536687543912,0.484
084001600000028040090000000000000000643900170570040020358006000000000500000100000,284791635136528749795364812829617354643952178571843926358476291417289563962135487,24,2.0,1,284791635136528749795364812829617354643952178571843926358476291417289563962135487,0.940
000060703000070000100000000000008049030005000506020038001007650040000080020096000,852461793364579821179283465217638549438915276596724138981347652643152987725896314,24,1.2,1,852461793364579821179283465217638549438915276596724138981347652643152987725896314,0.606
800000002562043009000100000000007003000010080350000000430000600100400030008002105,814569372562743819793128564281697453947315286356284791439851627125476938678932145,25,1.5,1,814569372562743819793128564281697453947315286356284791439851627125476938678932145,0.252
570000006010004000000900310060000080000040000203001000700100000008060007940280500,572318496319654872684972315467523189891746253253891764725139648138465927946287531,24,1.2,1,572318496319654872684972315467523189891746253253891764725139648138465927946287531,0.877
008000001090000700200000480000002004070590006100008090000300900062970000004000000,748259631691843752235617489589762314473591826126438597817324965362975148954186273,23,1.7,1,748259631691843752235617489589762314473591826126438597817324965362975148954186273,7.234
000000809070016002006000000000000008900400730000320004002000000300008000105007240,213574869479816352856932471534769128921485736768321594642153987397248615185697243,23,1.6,1,213574869479816352856932471534769128921485736768321594642153987397248615185697243,0.659
400007000001000902000000310000016700003000100500003098000040200005608000800030009,439127856681354972257869314948516723763982145512473698396745281125698437874231569,24,1.9,1,439127856681354972257869314948516723763982145512473698396745281125698437874231569,2.974
060900802004800100080000000000006250005000030000708400000040007047009000020005060,563917842294863175781524693479136258815492736632758419956241387347689521128375964,24,1.9,1,563917842294863175781524693479136258815492736632758419956241387347689521128375964,0.630
200409008030070000000006000005000200000013490060005000000030000000800700643700080,271459368536178924894326157415987236728613495369245871187532649952864713643791582,23,1.5,1,271459368536178924894326157415987236728613495369245871187532649952864713643791582,0.546
030080000100000038060000920000100004010040000020000009000009076800000001400017800,239786145147295638568431927983172564615943782724568319351829476876354291492617853,23,1.7,1,239786145147295638568431927983172564615943782724568319351829476876354291492617853,3.063
020000000400002050000800170045307000000000540000010080600090800509180000001000090,928751463417632958356849172845367219163928547792514386674295831539186724281473695,24,1.2,1,928751463417632958356849172845367219163928547792514386674295831539186724281473695,0.358
006001000000203100800000000000300004950060000400000978000000036007009000000520400,236971845745283169819645723172398654958764312463152978594817236627439581381526497,22,1.4,1,236971845745283169819645723172398654958764312463152978594817236627439581381526497,8.165
260000003500080000030010020040600008000000200028090010706800040000100300000000190,261974853594283671837516924945621738173458269628397415716839542459162387382745196,24,1.3,1,261974853594283671837516924945621738173458269628397415716839542459162387382745196,3.072
056010000400000600023004710000900200072300050160070030030000570084000000000020060,756812943419537628823694715345961287972348156168275439631489572284756391597123864,27,1.5,1,756812943419537628823694715345961287972348156168275439631489572284756391597123864,0.243
000200095100060004000471000000000000009000620006050400500080003003000000000013278,467238195182965734935471862748126359359847621216359487571682943823794516694513278,24,1.9,1,467238195182965734935471862748126359359847621216359487571682943823794516694513278,5.899
070590002200000001008000003300040160600000005052010000706008400000004020000107000,473591682269483751518672943397245168641839275852716394726358419135964827984127536,25,1.1,1,473591682269483751518672943397245168641839275852716394726358419135964827984127536,0.440
800041070500200000000700092060020007001050000000400600400000500900000000058030400,829641375517293864643785192364128957791356248285479613476812539932564781158937426,23,1.4,1,829641375517293864643785192364128957791356248285479613476812539932564781158937426,0.286
000900018009000300000038640085040006007020500002000003000300000070000820060075000,326954718849617352751238649185743296637129584492586173518392467973461825264875931,25,1.3,1,326954718849617352751238649185743296637129584492586173518392467973461825264875931,0.138
070000000000010008621050000090030000030025004400070960200000000009003001000006530,378462195945317628621859347197634852836925714452178963283591476569743281714286539,24,1.7,1,378462195945317628621859347197634852836925714452178963283591476569743281714286539,1.711
600090030008460000010000082300870100000001000700300005000000407090004060000005000,627198534538462791914537682352876149849251376761349825286913457195784263473625918,23,1.9,1,627198534538462791914537682352876149849251376761349825286913457195784263473625918,0.378
095000070070001003400000200610500009032080500089000000000302090000460030100007000,395248176278651943461739258614523789732986514589174362856312497927465831143897625,26,1.4,1,395248176278651943461739258614523789732986514589174362856312497927465831143897625,0.288
100905300007000020005000000000097040020053800000006512000600030000074100006020080,142965378367418925895732461518297643624153897973846512751689234289374156436521789,26,1.7,1,142965378367418925895732461518297643624153897973846512751689234289374156436521789,0.241
003800000400000805600070000200030040000560090000009608890700002520006000000000009,913852476472691835658374921269138547184567293735429618896743152527916384341285769,24,2.0,1,913852476472691835658374921269138547184567293735429618896743152527916384341285769,0.479
001803000904005700870000000098010000700000040000000050013700860000600000607200005,261873594934125786875496213398514627756382149142967358413759862529638471687241935,25,1.9,1,261873594934125786875496213398514627756382149142967358413759862529638471687241935,0.355
061002700050047060000000009043005000070400030098100000000000070500000300000703400,361592784952847163784361259143975628675428931298136547436219875517684392829753416,24,1.4,1,361592784952847163784361259143975628675428931298136547436219875517684392829753416,1.440
089000036000000001000891007400000182207300000006400000000004200040007000000250003,189725436725643891634891527493576182217389654856412379378964215542137968961258743,25,1.5,1,189725436725643891634891527493576182217389654856412379378964215542137968961258743,0.162
020190040000000006008000000050000009000025008860000000006040200240030100097060000,623198745514372986978456321752683419431925678869714532186547293245839167397261854,23,1.8,1,623198745514372986978456321752683419431925678869714532186547293245839167397261854,7.738
703000600060705030000400080005030000100009045090007000009000050004000020002100800,753218694468795132921463587245831976187629345396547218679382451814956723532174869,24,1.1,1,753218694468795132921463587245831976187629345396547218679382451814956723532174869,0.191
700205000000006040000090002001000000006050100020904605400080007003040001000002900,714235896289176543635498712951623478346857129827914635492581367563749281178362954,24,1.4,1,714235896289176543635498712951623478346857129827914635492581367563749281178362954,1.533
800005200000000100709060000040086000005090780000040005300000027000078001900600000,814935276563827149729164853147586392635291784298743615386419527452378961971652438,24,1.9,1,814935276563827149729164853147586392635291784298743615386419527452378961971652438,0.613
000000020040120060500807100050001903430500000001400000810000000900008007000200030,187946325349125768562837194256781943438592671791463582814379256923658417675214839,25,1.4,1,187946325349125768562837194256781943438592671791463582814379256923658417675214839,0.521
020001006300000080046000020000070100890400002060100004000009030003706000670020000,728531496359642781146987523534278169891465372267193854412859637983716245675324918,25,2.0,1,728531496359642781146987523534278169891465372267193854412859637983716245675324918,1.805
070000001000906000000030000000500002800060070400000190003102084050004000002009030,976845321234916857581237946317598462829461573465723198793152684658374219142689735,23,1.5,1,976845321234916857581237946317598462829461573465723198793152684658374219142689735,32.815
640700003100000000009000740250600030000047000801002000003000060000450170000080000,648725913127394685539168742254619837396847251871532496483271569962453178715986324,24,1.7,1,648725913127394685539168742254619837396847251871532496483271569962453178715986324,0.312
000034080004009006090602500000400000506000070040000050002003005007900002010070900,625734189174589326398612547281457693536198274749326851962843715857961432413275968,25,1.2,1,625734189174589326398612547281457693536198274749326851962843715857961432413275968,2.621
034000002000092004010000000002000300800501006070600008760104080009005700000000000,934716852587392614216458937652849371893571426471623598765134289149285763328967145,24,1.3,1,934716852587392614216458937652849371893571426471623598765134289149285763328967145,0.161
600030002000004000710002084020010800900027060030800070000790300072040010000000000,649138752258974136713562984527416893981327465436859271164795328872643519395281647,26,1.5,1,649138752258974136713562984527416893981327465436859271164795328872643519395281647,0.156
200007000030000007004380000090034502040000000000059080702800300000002070001040065,218597436639421857574386921897634512145278693326159784762815349453962178981743265,26,1.7,1,218597436639421857574386921897634512145278693326159784762815349453962178981743265,0.839
000400060080030517000000009910000000020600090030005008006900030000001205000500000,571489362489236517362157489917842653825613794634795128256974831798361245143528976,23,1.5,1,571489362489236517362157489917842653825613794634795128256974831798361245143528976,0.266
000008050536900010090604000060001003020000840000300007000000705800000000740000120,274138956536972418198654372467821593325769841981345267612493785859217634743586129,25,1.4,1,274138956536972418198654372467821593325769841981345267612493785859217634743586129,0.235
080600000040051007005700040027100006109006000000040570000000600903008000200400009,781694235342851967695732148427185396159376824836249571514927683973568412268413759,26,1.5,1,781694235342851967695732148427185396159376824836249571514927683973568412268413759,0.182
001000098060030000000004700000007003038006020102008500000600075000001000510000206,341275698867139452925864731654927813738516924192348567483692175276451389519783246,25,1.9,1,341275698867139452925864731654927813738516924192348567483692175276451389519783246,0.219
000000060004083000000400003078002000106500020020970000000000700500060908207800400,983725164654183279712496583478612395196534827325978641869341752541267938237859416,25,1.5,1,983725164654183279712496583478612395196534827325978641869341752541267938237859416,0.977
009003000000100000302500049004300870905008200700000006000007600600400007200000000,519843762476192583382576149124369875965718234738254916843927651691485327257631498,24,1.8,1,519843762476192583382576149124369875965718234738254916843927651691485327257631498,0.190
