puzzle,solution,clues,difficulty,difficulty_range,result,runtime
000730100000040085020806400000000000690002004013060800000000020300500006400010000,846735192937241685125896437754189263698352714213467859589674321371528946462913578,24,0.0,0,846735192937241685125896437754189263698352714213467859589674321371528946462913578,1.3471
000200000200000850000630002306000008010800300009016070960005700008070009000003000,684259137293741856175638492346527918712894365859316274961485723538172649427963581,25,0.0,0,684259137293741856175638492346527918712894365859316274961485723538172649427963581,1.56818
020000506600000007030092000400020009000075063080000070700000000000007945150030000,821743596649581327537692418476328159912475863385169274798254631263817945154936782,25,0.0,0,821743596649581327537692418476328159912475863385169274798254631263817945154936782,0.245405
000069000038000071000000008000200037560100800000700150090000002302001605001000000,715869243638425971924317568189256437567134829243798156496583712372941685851672394,25,0.0,0,715869243638425971924317568189256437567134829243798156496583712372941685851672394,0.143842
000840010100200300000009200000900500500006040039002060004001000800000050023000008,392845716185267394467139285246918537518376942739452861954781623871623459623594178,24,0.0,0,392845716185267394467139285246918537518376942739452861954781623871623459623594178,2.34441
360007100500030006004000002086200000000000700400380000103400500000026003000000009,362947185519832476874615932986271354231564798457389621123498567795126843648753219,24,0.0,0,362947185519832476874615932986271354231564798457389621123498567795126843648753219,8.07003
010080000000092000672000000008521000000000060000709000050100003041000009200000058,419687532583492716672315894368521947795834261124769385956178423841253679237946158,23,0.0,0,419687532583492716672315894368521947795834261124769385956178423841253679237946158,0.978228
035020740080070000000005000870900000060300400304080000400008500000000070900040362,135829746286473915749165238871954623562317489394286157427638591613592874958741362,26,1.0,0,135829746286473915749165238871954623562317489394286157427638591613592874958741362,0.287081
100005000400700000002010030020400008009007200000901500000003000800000140010009072,137295486465738921982614735721456398659387214348921567274163859896572143513849672,24,0.0,0,137295486465738921982614735721456398659387214348921567274163859896572143513849672,8.15295
000605000800040090302000100003090070001020400050000002090000200000000004710008500,149635728875142396362879145623594871981726453457381962596413287238957614714268539,23,0.0,0,149635728875142396362879145623594871981726453457381962596413287238957614714268539,7.18576
300100900070362000000009000000030500060000400580000092000600080010800000940000270,356178924479362851821459763794236518162985437583741692237694185615827349948513276,24,0.0,0,356178924479362851821459763794236518162985437583741692237694185615827349948513276,5.54509
010672000048009000600000000007003100000000240503020070009000500700000000000034800,915672438348159726672348951427963185196785243583421679839217564754896312261534897,23,0.0,0,915672438348159726672348951427963185196785243583421679839217564754896312261534897,0.655312
008670005000004103400081000000002010080030000107900006004000029000007000009000000,318679245796524183452381697643752918985136472127948356564813729831297564279465831,23,0.0,0,318679245796524183452381697643752918985136472127948356564813729831297564279465831,0.197537
000000260000000900000302045390807010000005000760090000900000100003058700600003000,438519267526784931179362845395847612812635479764291358957426183243158796681973524,24,0.0,0,438519267526784931179362845395847612812635479764291358957426183243158796681973524,0.91019
000090020000001708030060000000000503008000090250083000002600075406029000000000006,761895324925341768834267159647912583318756492259483617182634975476529831593178246,24,0.0,0,761895324925341768834267159647912583318756492259483617182634975476529831593178246,3.98055
000100008002004009006000170800310750000000800003900000000801060000060300304500000,735196248182754639496283175849312756271645893653978412927831564518469327364527981,24,0.0,0,735196248182754639496283175849312756271645893653978412927831564518469327364527981,0.113535
009002000604000030800710500500023000000001800030000000780000000200060170000009000,159432786674895231823716549518923467967541823432687915786154392295368174341279658,22,0.0,0,159432786674895231823716549518923467967541823432687915786154392295368174341279658,2.49633
050000803000210007040000200080540000003800100000100309609000700000030000012060000,257694813396218547148357296981543672763829154524176389639481725875932461412765938,24,1.0,0,257694813396218547148357296981543672763829154524176389639481725875932461412765938,0.932122
000350000041000000000800507000090102092000700084003600060700020030010000708000004,876352419541967238923841567357496182692185743184273695465738921239514876718629354,25,0.0,0,876352419541967238923841567357496182692185743184273695465738921239514876718629354,0.337009
000009200905000010000018030000356700700000004053100000002041005040000600006020000,418539276935267418627418539294356781761892354853174962372641895149785623586923147,25,0.0,0,418539276935267418627418539294356781761892354853174962372641895149785623586923147,0.166107
000180207070000400800900005000010090502003800007000002000000004200350000100700960,965184237371526489824937615483215796592673841617498352739861524246359178158742963,25,0.0,0,965184237371526489824937615483215796592673841617498352739861524246359178158742963,0.399684
070105000500300002940072000004010700039000005000000080000650000206004003700000604,372165948568349172941872356824516739139487265657923481493651827286794513715238694,26,0.0,0,372165948568349172941872356824516739139487265657923481493651827286794513715238694,6.98513
003000068000000004000031500700000400500900006600047230000400100005309000091006040,123754968857692314946831527732168459514923876689547231268475193475319682391286745,26,0.0,0,123754968857692314946831527732168459514923876689547231268475193475319682391286745,1.8298
021070085090000000700080006012600830080030060000015000000009700950000000000000410,621473985894156372735982146512694837489237561367815294146329758958741623273568419,25,0.0,0,621473985894156372735982146512694837489237561367815294146329758958741623273568419,0.328392
000000309000030000109000004310096070008300002640700080024000000000578000000020008,286147359457239816139685724312896475798354162645712983824961537963578241571423698,25,0.0,0,286147359457239816139685724312896475798354162645712983824961537963578241571423698,7.38796
000096032800000001000000950004000010007082000000309000060510000040007063000000070,175496832896253741432871956924765318357182694681349527763514289548927163219638475,23,0.0,0,175496832896253741432871956924765318357182694681349527763514289548927163219638475,0.324738
000000501500092000102000308050076049008400007060003000004000080000705000000000200,679348521583192476142567398351276849928451637467983152214639785836725914795814263,24,0.0,0,679348521583192476142567398351276849928451637467983152214639785836725914795814263,0.123041
000500003006030000900006007030005020510200000000900084200000679000001000000890050,142579863876132495953486217438765921519248736627913584281354679795621348364897152,24,0.0,0,142579863876132495953486217438765921519248736627913584281354679795621348364897152,26.6044
002006700000000005000090002010003020059040060000061800093000008040050100000080903,582436719961827435437195682816973524759248361324561897693714258248359176175682943,25,0.0,0,582436719961827435437195682816973524759248361324561897693714258248359176175682943,4.84007
060050001905007060010000094030605040020004836000090000004000000000000089300020000,268459371945137268713268594137685942529714836486392715854971623672543189391826457,25,1.0,0,268459371945137268713268594137685942529714836486392715854971623672543189391826457,3.87125
300006020000000500800000904507000400060073000000209005004007019790000300005000000,351496728946782531872315964527861493469573182183249675234657819798124356615938247,24,0.0,0,351496728946782531872315964527861493469573182183249675234657819798124356615938247,0.371688
000007009732009000090200008080100060000030000300056401050302000070000040004000005,815467239732589614496213758587124963641938527329756481958342176173695842264871395,25,0.0,0,815467239732589614496213758587124963641938527329756481958342176173695842264871395,1.08469
170000320920000058000300000000080000004010062037500000680000000000000800000065004,176458329923671458458392617561289743894713562237546981682934175345127896719865234,23,0.0,0,176458329923671458458392617561289743894713562237546981682934175345127896719865234,1.26539
100000000690000030000804700709005400000003580000000109500030000207008004000050068,178329645694517832352864791769185423421973586835246179586432917217698354943751268,25,0.0,0,178329645694517832352864791769185423421973586835246179586432917217698354943751268,0.41806
006000402200065070000007900800009050040100000170000008900000000520008001000002040,756893412291465873483217965862379154345186729179524638934751286527648391618932547,24,0.0,0,756893412291465873483217965862379154345186729179524638934751286527648391618932547,6.82508
400005200700400000020000600960000007040500000080300900008104060000000801032060000,419635278756482319823719654961248537347596182285371946598124763674953821132867495,24,0.0,0,419635278756482319823719654961248537347596182285371946598124763674953821132867495,0.967319
082900010003000005000100740207040000900720000000000600804500090390001004000000070,482957316713462985659183742237648159961725438548319627874536291395271864126894573,25,0.0,0,482957316713462985659183742237648159961725438548319627874536291395271864126894573,7.90811
008602000003000090000004706070010080800000000090000341300700905600280000000000008,718692534463157892925834716574316289831429657296578341382741965649285173157963428,24,0.0,0,718692534463157892925834716574316289831429657296578341382741965649285173157963428,0.942183
000040006070000001500600900805004090069500003000870000000000302600093100407000800,198245736276938541543617928815364297769521483324879615951486372682793154437152869,26,0.0,0,198245736276938541543617928815364297769521483324879615951486372682793154437152869,7.72007
000000000400380000609100508000004000000000002046020190000050001500002800031400205,783295614415386729629147538152974386978631452346528197267853941594712863831469275,25,1.0,0,783295614415386729629147538152974386978631452346528197267853941594712863831469275,6.53413
080000000054000010000500407403007206021003500060008003000000090005090000000831060,789314652354672918216589437493157286821463579567928143678245391135796824942831765,26,0.0,0,789314652354672918216589437493157286821463579567928143678245391135796824942831765,1.44527
000007000940015020000000043004062500300700001089000000000020090500000006070980004,862437915943615728157298643714862539325749861689153472438526197591374286276981354,25,0.0,0,862437915943615728157298643714862539325749861689153472438526197591374286276981354,0.527375
800020046400008050020000080002031008090004030000700500000080009000600010043000000,837529146469178253125346987652931478791854632384762591516483729278695314943217865,24,0.0,0,837529146469178253125346987652931478791854632384762591516483729278695314943217865,3.49666
000008905003064000090000084000010000006000128040000070001000000000021009500740600,412378965853964217697152384285617493736495128149283576971536842364821759528749631,24,0.0,0,412378965853964217697152384285617493736495128149283576971536842364821759528749631,0.110262
000009001106270000008000090000052000000000000005360420080000003070680200060001540,752849361196273854438516792847152936623497185915368427581924673374685219269731548,25,0.0,0,752849361196273854438516792847152936623497185915368427581924673374685219269731548,18.3367
502400090100025700980000000060000000000010400000007086050000013000030604028000000,572486391143925768986371245265849137897613452431257986654792813719538624328164579,24,0.0,0,572486391143925768986371245265849137897613452431257986654792813719538624328164579,23.3164
200900000800000030000582000400000100005009008007000290000020700000000506032068001,214936857859417632673582419498273165125649378367851294946125783781394526532768941,24,1.0,0,214936857859417632673582419498273165125649378367851294946125783781394526532768941,7.8202
901000060062000008800030700000009000000600000790480200600108000000700002000002095,971824563362517948854936721516279384248653179793481256625198437439765812187342695,24,0.0,0,971824563362517948854936721516279384248653179793481256625198437439765812187342695,0.836765
070000000003940100006750830400000000000800000301000609129000307000000006000080020,274138965853946172916752834492613758765894213381527649129465387538271496647389521,24,0.0,0,274138965853946172916752834492613758765894213381527649129465387538271496647389521,1.24764
900008100003000500080900030000040003527000010100006000000005080800000020000060300,975238164213674598486951732698147253527389416134526879362415987841793625759862341,22,0.0,0,975238164213674598486951732698147253527389416134526879362415987841793625759862341,1.78449
300006045040000080000090200004600759800300060070000020100503000000140000000087000,317826945942735681586491273234618759859372164671954328128563497765149832493287516,25,0.0,0,317826945942735681586491273234618759859372164671954328128563497765149832493287516,6.70624
000500080000030007000080930080000010000070000065108020000001000800700009706300004,374519286198236547652487931487923615231675498965148723549861372823754169716392854,23,0.0,0,374519286198236547652487931487923615231675498965148723549861372823754169716392854,16.4366
000007013009000400802000000000002900200010040000040108010050000406270080000004600,654927813179538462832461759341682975285719346967345128713856294496273581528194637,24,0.0,0,654927813179538462832461759341682975285719346967345128713856294496273581528194637,27.3003
500900301000562009007001060180000000700000002020050630000000003010870040000304000,564987321831562479297431865186723594753649182429158637948216753312875946675394218,26,0.0,0,564987321831562479297431865186723594753649182429158637948216753312875946675394218,0.537391
940008500008004000000000200050620400200090070060700003070000038000010050300000002,943278561628154397715936284857623419234891675169745823571462938482319756396587142,24,0.0,0,943278561628154397715936284857623419234891675169745823571462938482319756396587142,0.244629
000020057500800600003004009800003000600700004050000000049036021105007000000000000,968321457514879632273654189892413576631785294457962318749536821185247963326198745,24,0.0,0,968321457514879632273654189892413576631785294457962318749536821185247963326198745,1.04061
800600040400058076030000005001000002000382000060010800758000000000200060002003000,875639241429158376136724985381496752597382614264517839758961423943275168612843597,25,0.0,0,875639241429158376136724985381496752597382614264517839758961423943275168612843597,0.194118
090000200000170000000000063740800000000002100000000008400020901001530700509040020,694385217352176849817294563745813692938462175126957438473628951261539784589741326,24,0.0,0,694385217352176849817294563745813692938462175126957438473628951261539784589741326,6.52848
030900050017600020009050004060100200000000610002003080200005000005020070090070000,634982751517634829829751364763198245958247613142563987276315498385429176491876532,25,0.0,0,634982751517634829829751364763198245958247613142563987276315498385429176491876532,0.175249
050002080020050106004080000419000000000000700000000030030500200000041950006900000,657412389823759146194386572419837625385264791762195438931578264278641953546923817,23,0.0,0,657412389823759146194386572419837625385264791762195438931578264278641953546923817,11.7298
035000020800100000020000509200007060704010000009600340000001030000900006000050002,135794628896125473427836519283547961764319285519682347958261734342978156671453892,24,0.0,0,135794628896125473427836519283547961764319285519682347958261734342978156671453892,6.71318
007090000056008001000170000400000608090000400800020000000940520023000090900500007,147295863256438971389176245472359618695781432831624759718943526523867194964512387,25,0.0,0,147295863256438971389176245472359618695781432831624759718943526523867194964512387,0.230955
000000100081009350457010200540900060030740000900050003000000000705000000000108090,329587146681429357457613289542931768138746925976852413814395672795264831263178594,26,0.0,0,329587146681429357457613289542931768138746925976852413814395672795264831263178594,0.205332
000003020001040958450000000300000000000000801065720300000008006590000080003410000,978153624231647958456289713319864275742935861865721349127598436594376182683412597,25,0.0,0,978153624231647958456289713319864275742935861865721349127598436594376182683412597,5.04627
003010087800003000450600000500060230000000000100780000000201400000500900092000000,923415687867923154451678392578164239246359871139782546785291463614537928392846715,23,0.0,0,923415687867923154451678392578164239246359871139782546785291463614537928392846715,0.46475
000090000090000002745002600020604501400070000059200080006000830001000000000008005,162497358893156742745832619327684591418579263659213487576921834281345976934768125,25,0.0,0,162497358893156742745832619327684591418579263659213487576921834281345976934768125,7.4797
004007056300026000800000009060010200008700904020064008002400000600000000050008000,294187356375926841816543729467819235138752964529364178982475613643291587751638492,25,0.0,0,294187356375926841816543729467819235138752964529364178982475613643291587751638492,0.265455
400900650900200010025000000030040800000007009060000304600002030000501008050400000,418973652976285413325614987739146825842357169561829374684792531293561748157438296,25,0.0,0,418973652976285413325614987739146825842357169561829374684792531293561748157438296,7.896
000000030000386000000000945007600850003004090000700003006020000040900020002000104,271549638954386271368172945417693852583214796629758413136427589845961327792835164,24,0.0,0,271549638954386271368172945417693852583214796629758413136427589845961327792835164,1.79559
070000005200900030059000000000100400090005070004090200003000082000200091601700000,478321965216954837359678124867132459192465378534897216943516782785243691621789543,24,0.0,0,478321965216954837359678124867132459192465378534897216943516782785243691621789543,4.22425
000000978480050000000000020670000040000309000304000000802900000000005003001006480,523461978489257631167893524678512349215349867394678152852934716746185293931726485,23,0.0,0,523461978489257631167893524678512349215349867394678152852934716746185293931726485,0.181932
000300700000400001854000000100600300002000500078940020047000009000020600010000050,921368745736459281854271963195682374462713598378945126247536819589124637613897452,24,0.0,0,921368745736459281854271963195682374462713598378945126247536819589124637613897452,0.113259
008000300900020760000007020207835010000000003001600000000570000040009000605040200,728456391954321768316987425267835914489712653531694872892573146143269587675148239,25,0.0,0,728456391954321768316987425267835914489712653531694872892573146143269587675148239,0.718983
390000200210305000040000000000008060000006702000007081806040007020700000400902006,395614278218375649647829135752198463183456792964237581836541927529763814471982356,26,0.0,0,395614278218375649647829135752198463183456792964237581836541927529763814471982356,12.5787
000204013001000200007060800023600000000007520000005000080000004090400000000903078,658294713941738265237561849523619487869347521174825396386172954795486132412953678,24,0.0,0,658294713941738265237561849523619487869347521174825396386172954795486132412953678,0.272069
000960700002008600000050000061300002037002090090000000006013000000000070300000540,183964725952738614674251938461379852537682491298145367746513289825496173319827546,23,0.0,0,183964725952738614674251938461379852537682491298145367746513289825496173319827546,5.90744
400050000000000803020000060000001009091580000800000024030407010704060000010000002,468753291179246853325918467647321589291584376853679124532497618784162935916835742,24,0.0,0,468753291179246853325918467647321589291584376853679124532497618784162935916835742,7.86769
002000000000009743000040806103700000020004000700000400035072000060000290000100080,482367159516289743397541826143725968628934571759618432935872614861453297274196385,24,0.0,0,482367159516289743397541826143725968628934571759618432935872614861453297274196385,2.90017
003000702000706500100030004040000005000050006500800290809502160320000000000000000,653498712284716539197235684948621375712359846536874291879542163321967458465183927,25,0.0,0,653498712284716539197235684948621375712359846536874291879542163321967458465183927,0.203542
098000005020500900500000032050700680000180070000002004070063020000900000980040000,498326715723518946561479832352794681649185273817632594175863429234957168986241357,26,0.0,0,498326715723518946561479832352794681649185273817632594175863429234957168986241357,0.38101
006000000000000900120809000000030000064095800050200600008300400401000070000040209,946573182583412967127869354812634795364795821759281643298357416431926578675148239,24,0.0,0,946573182583412967127869354812634795364795821759281643298357416431926578675148239,56.737
002080000300700008005010003800902046700000000000006820000000015100060000290000400,672583194314729658985614273831952746726841539549376821467298315153467982298135467,24,1.0,0,672583194314729658985614273831952746726841539549376821467298315153467982298135467,0.960304
000009300100308000000071080800600000903000740000730060000010400019000030600040902,728469351146358297395271684874695123963182745251734869532916478419827536687543912,26,2.0,1,728469351146358297395271684874695123963182745251734869532916478419827536687543912,3.32048
084001600000028040090000000000000000643900170570040020358006000000000500000100000,284791635136528749795364812829617354643952178571843926358476291417289563962135487,24,2.0,1,284791635136528749795364812829617354643952178571843926358476291417289563962135487,1.88872
000060703000070000100000000000008049030005000506020038001007650040000080020096000,852461793364579821179283465217638549438915276596724138981347652643152987725896314,24,1.2,1,852461793364579821179283465217638549438915276596724138981347652643152987725896314,0.593454
800000002562043009000100000000007003000010080350000000430000600100400030008002105,814569372562743819793128564281697453947315286356284791439851627125476938678932145,25,1.5,1,814569372562743819793128564281697453947315286356284791439851627125476938678932145,12.3727
570000006010004000000900310060000080000040000203001000700100000008060007940280500,572318496319654872684972315467523189891746253253891764725139648138465927946287531,24,1.2,1,572318496319654872684972315467523189891746253253891764725139648138465927946287531,26.2929
008000001090000700200000480000002004070590006100008090000300900062970000004000000,748259631691843752235617489589762314473591826126438597817324965362975148954186273,23,1.7,1,748259631691843752235617489589762314473591826126438597817324965362975148954186273,7.94085
000000809070016002006000000000000008900400730000320004002000000300008000105007240,213574869479816352856932471534769128921485736768321594642153987397248615185697243,23,1.6,1,213574869479816352856932471534769128921485736768321594642153987397248615185697243,26.155
400007000001000902000000310000016700003000100500003098000040200005608000800030009,439127856681354972257869314948516723763982145512473698396745281125698437874231569,24,1.9,1,439127856681354972257869314948516723763982145512473698396745281125698437874231569,2.93175
060900802004800100080000000000006250005000030000708400000040007047009000020005060,563917842294863175781524693479136258815492736632758419956241387347689521128375964,24,1.9,1,563917842294863175781524693479136258815492736632758419956241387347689521128375964,3.55687
200409008030070000000006000005000200000013490060005000000030000000800700643700080,271459368536178924894326157415987236728613495369245871187532649952864713643791582,23,1.5,1,271459368536178924894326157415987236728613495369245871187532649952864713643791582,0.52879
030080000100000038060000920000100004010040000020000009000009076800000001400017800,239786145147295638568431927983172564615943782724568319351829476876354291492617853,23,1.7,1,239786145147295638568431927983172564615943782724568319351829476876354291492617853,19.0441
020000000400002050000800170045307000000000540000010080600090800509180000001000090,928751463417632958356849172845367219163928547792514386674295831539186724281473695,24,1.2,1,928751463417632958356849172845367219163928547792514386674295831539186724281473695,0.477088
006001000000203100800000000000300004950060000400000978000000036007009000000520400,236971845745283169819645723172398654958764312463152978594817236627439581381526497,22,1.4,1,236971845745283169819645723172398654958764312463152978594817236627439581381526497,16.0796
260000003500080000030010020040600008000000200028090010706800040000100300000000190,261974853594283671837516924945621738173458269628397415716839542459162387382745196,24,1.3,1,261974853594283671837516924945621738173458269628397415716839542459162387382745196,14.8734
056010000400000600023004710000900200072300050160070030030000570084000000000020060,756812943419537628823694715345961287972348156168275439631489572284756391597123864,27,1.5,1,756812943419537628823694715345961287972348156168275439631489572284756391597123864,8.10618
000200095100060004000471000000000000009000620006050400500080003003000000000013278,467238195182965734935471862748126359359847621216359487571682943823794516694513278,24,1.9,1,467238195182965734935471862748126359359847621216359487571682943823794516694513278,5.87451
070590002200000001008000003300040160600000005052010000706008400000004020000107000,473591682269483751518672943397245168641839275852716394726358419135964827984127536,25,1.1,1,473591682269483751518672943397245168641839275852716394726358419135964827984127536,0.549489
800041070500200000000700092060020007001050000000400600400000500900000000058030400,829641375517293864643785192364128957791356248285479613476812539932564781158937426,23,1.4,1,829641375517293864643785192364128957791356248285479613476812539932564781158937426,25.6232
000900018009000300000038640085040006007020500002000003000300000070000820060075000,326954718849617352751238649185743296637129584492586173518392467973461825264875931,25,1.3,1,326954718849617352751238649185743296637129584492586173518392467973461825264875931,0.099494
070000000000010008621050000090030000030025004400070960200000000009003001000006530,378462195945317628621859347197634852836925714452178963283591476569743281714286539,24,1.7,1,378462195945317628621859347197634852836925714452178963283591476569743281714286539,8.68309
600090030008460000010000082300870100000001000700300005000000407090004060000005000,627198534538462791914537682352876149849251376761349825286913457195784263473625918,23,1.9,1,627198534538462791914537682352876149849251376761349825286913457195784263473625918,0.848379
095000070070001003400000200610500009032080500089000000000302090000460030100007000,395248176278651943461739258614523789732986514589174362856312497927465831143897625,26,1.4,1,395248176278651943461739258614523789732986514589174362856312497927465831143897625,0.084623
100905300007000020005000000000097040020053800000006512000600030000074100006020080,142965378367418925895732461518297643624153897973846512751689234289374156436521789,26,1.7,1,142965378367418925895732461518297643624153897973846512751689234289374156436521789,0.093081
003800000400000805600070000200030040000560090000009608890700002520006000000000009,913852476472691835658374921269138547184567293735429618896743152527916384341285769,24,2.0,1,913852476472691835658374921269138547184567293735429618896743152527916384341285769,0.43784
001803000904005700870000000098010000700000040000000050013700860000600000607200005,261873594934125786875496213398514627756382149142967358413759862529638471687241935,25,1.9,1,261873594934125786875496213398514627756382149142967358413759862529638471687241935,0.346182
061002700050047060000000009043005000070400030098100000000000070500000300000703400,361592784952847163784361259143975628675428931298136547436219875517684392829753416,24,1.4,1,361592784952847163784361259143975628675428931298136547436219875517684392829753416,26.8988
089000036000000001000891007400000182207300000006400000000004200040007000000250003,189725436725643891634891527493576182217389654856412379378964215542137968961258743,25,1.5,1,189725436725643891634891527493576182217389654856412379378964215542137968961258743,7.77631
020190040000000006008000000050000009000025008860000000006040200240030100097060000,623198745514372986978456321752683419431925678869714532186547293245839167397261854,23,1.8,1,623198745514372986978456321752683419431925678869714532186547293245839167397261854,7.64935
703000600060705030000400080005030000100009045090007000009000050004000020002100800,753218694468795132921463587245831976187629345396547218679382451814956723532174869,24,1.1,1,753218694468795132921463587245831976187629345396547218679382451814956723532174869,0.125917
700205000000006040000090002001000000006050100020904605400080007003040001000002900,714235896289176543635498712951623478346857129827914635492581367563749281178362954,24,1.4,1,714235896289176543635498712951623478346857129827914635492581367563749281178362954,8.13505
800005200000000100709060000040086000005090780000040005300000027000078001900600000,814935276563827149729164853147586392635291784298743615386419527452378961971652438,24,1.9,1,814935276563827149729164853147586392635291784298743615386419527452378961971652438,7.64812
000000020040120060500807100050001903430500000001400000810000000900008007000200030,187946325349125768562837194256781943438592671791463582814379256923658417675214839,25,1.4,1,187946325349125768562837194256781943438592671791463582814379256923658417675214839,7.71143
020001006300000080046000020000070100890400002060100004000009030003706000670020000,728531496359642781146987523534278169891465372267193854412859637983716245675324918,25,2.0,1,728531496359642781146987523534278169891465372267193854412859637983716245675324918,1.80781
070000001000906000000030000000500002800060070400000190003102084050004000002009030,976845321234916857581237946317598462829461573465723198793152684658374219142689735,23,1.5,1,976845321234916857581237946317598462829461573465723198793152684658374219142689735,37.1672
640700003100000000009000740250600030000047000801002000003000060000450170000080000,648725913127394685539168742254619837396847251871532496483271569962453178715986324,24,1.7,1,648725913127394685539168742254619837396847251871532496483271569962453178715986324,0.752661
000034080004009006090602500000400000506000070040000050002003005007900002010070900,625734189174589326398612547281457693536198274749326851962843715857961432413275968,25,1.2,1,625734189174589326398612547281457693536198274749326851962843715857961432413275968,2.7696
034000002000092004010000000002000300800501006070600008760104080009005700000000000,934716852587392614216458937652849371893571426471623598765134289149285763328967145,24,1.3,1,934716852587392614216458937652849371893571426471623598765134289149285763328967145,0.154683
600030002000004000710002084020010800900027060030800070000790300072040010000000000,649138752258974136713562984527416893981327465436859271164795328872643519395281647,26,1.5,1,649138752258974136713562984527416893981327465436859271164795328872643519395281647,0.198635
200007000030000007004380000090034502040000000000059080702800300000002070001040065,218597436639421857574386921897634512145278693326159784762815349453962178981743265,26,1.7,1,218597436639421857574386921897634512145278693326159784762815349453962178981743265,10.3004
000400060080030517000000009910000000020600090030005008006900030000001205000500000,571489362489236517362157489917842653825613794634795128256974831798361245143528976,23,1.5,1,571489362489236517362157489917842653825613794634795128256974831798361245143528976,3.73105
000008050536900010090604000060001003020000840000300007000000705800000000740000120,274138956536972418198654372467821593325769841981345267612493785859217634743586129,25,1.4,1,274138956536972418198654372467821593325769841981345267612493785859217634743586129,0.238545
080600000040051007005700040027100006109006000000040570000000600903008000200400009,781694235342851967695732148427185396159376824836249571514927683973568412268413759,26,1.5,1,781694235342851967695732148427185396159376824836249571514927683973568412268413759,0.196576
001000098060030000000004700000007003038006020102008500000600075000001000510000206,341275698867139452925864731654927813738516924192348567483692175276451389519783246,25,1.9,1,341275698867139452925864731654927813738516924192348567483692175276451389519783246,0.249612
