puzzle,solution,clues,difficulty,difficulty_range,result,runtime
000605000800040090302000100003090070001020400050000002090000200000000004710008500,149635728875142396362879145623594871981726453457381962596413287238957614714268539,23,0.0,0,149635728875142396362879145623594871981726453457381962596413287238957614714268539,0.271636
300100900070362000000009000000030500060000400580000092000600080010800000940000270,356178924479362851821459763794236518162985437583741692237694185615827349948513276,24,0.0,0,356178924479362851821459763794236518162985437583741692237694185615827349948513276,2.8594
010672000048009000600000000007003100000000240503020070009000500700000000000034800,915672438348159726672348951427963185196785243583421679839217564754896312261534897,23,0.0,0,915672438348159726672348951427963185196785243583421679839217564754896312261534897,0.712532
008670005000004103400081000000002010080030000107900006004000029000007000009000000,318679245796524183452381697643752918985136472127948356564813729831297564279465831,23,0.0,0,318679245796524183452381697643752918985136472127948356564813729831297564279465831,3.05618
000000260000000900000302045390807010000005000760090000900000100003058700600003000,438519267526784931179362845395847612812635479764291358957426183243158796681973524,24,0.0,0,438519267526784931179362845395847612812635479764291358957426183243158796681973524,9.96807
000090020000001708030060000000000503008000090250083000002600075406029000000000006,761895324925341768834267159647912583318756492259483617182634975476529831593178246,24,0.0,0,761895324925341768834267159647912583318756492259483617182634975476529831593178246,0.734683
000100008002004009006000170800310750000000800003900000000801060000060300304500000,735196248182754639496283175849312756271645893653978412927831564518469327364527981,24,0.0,0,735196248182754639496283175849312756271645893653978412927831564518469327364527981,0.325798
009002000604000030800710500500023000000001800030000000780000000200060170000009000,159432786674895231823716549518923467967541823432687915786154392295368174341279658,22,0.0,0,159432786674895231823716549518923467967541823432687915786154392295368174341279658,0.92483
050000803000210007040000200080540000003800100000100309609000700000030000012060000,257694813396218547148357296981543672763829154524176389639481725875932461412765938,24,1.0,0,257694813396218547148357296981543672763829154524176389639481725875932461412765938,0.340349
000350000041000000000800507000090102092000700084003600060700020030010000708000004,876352419541967238923841567357496182692185743184273695465738921239514876718629354,25,0.0,0,876352419541967238923841567357496182692185743184273695465738921239514876718629354,0.30119
000009200905000010000018030000356700700000004053100000002041005040000600006020000,418539276935267418627418539294356781761892354853174962372641895149785623586923147,25,0.0,0,418539276935267418627418539294356781761892354853174962372641895149785623586923147,0.382498
000180207070000400800900005000010090502003800007000002000000004200350000100700960,965184237371526489824937615483215796592673841617498352739861524246359178158742963,25,0.0,0,965184237371526489824937615483215796592673841617498352739861524246359178158742963,0.383345
070105000500300002940072000004010700039000005000000080000650000206004003700000604,372165948568349172941872356824516739139487265657923481493651827286794513715238694,26,0.0,0,372165948568349172941872356824516739139487265657923481493651827286794513715238694,0.245614
003000068000000004000031500700000400500900006600047230000400100005309000091006040,123754968857692314946831527732168459514923876689547231268475193475319682391286745,26,0.0,0,123754968857692314946831527732168459514923876689547231268475193475319682391286745,1.91687
021070085090000000700080006012600830080030060000015000000009700950000000000000410,621473985894156372735982146512694837489237561367815294146329758958741623273568419,25,0.0,0,621473985894156372735982146512694837489237561367815294146329758958741623273568419,0.340741
000000309000030000109000004310096070008300002640700080024000000000578000000020008,286147359457239816139685724312896475798354162645712983824961537963578241571423698,25,0.0,0,286147359457239816139685724312896475798354162645712983824961537963578241571423698,0.328469
000096032800000001000000950004000010007082000000309000060510000040007063000000070,175496832896253741432871956924765318357182694681349527763514289548927163219638475,23,0.0,0,175496832896253741432871956924765318357182694681349527763514289548927163219638475,0.303625
000000501500092000102000308050076049008400007060003000004000080000705000000000200,679348521583192476142567398351276849928451637467983152214639785836725914795814263,24,0.0,0,679348521583192476142567398351276849928451637467983152214639785836725914795814263,0.391957
000500003006030000900006007030005020510200000000900084200000679000001000000890050,142579863876132495953486217438765921519248736627913584281354679795621348364897152,24,0.0,0,142579863876132495953486217438765921519248736627913584281354679795621348364897152,0.447054
002006700000000005000090002010003020059040060000061800093000008040050100000080903,582436719961827435437195682816973524759248361324561897693714258248359176175682943,25,0.0,0,582436719961827435437195682816973524759248361324561897693714258248359176175682943,4.52863
060050001905007060010000094030605040020004836000090000004000000000000089300020000,268459371945137268713268594137685942529714836486392715854971623672543189391826457,25,1.0,0,268459371945137268713268594137685942529714836486392715854971623672543189391826457,0.304523
300006020000000500800000904507000400060073000000209005004007019790000300005000000,351496728946782531872315964527861493469573182183249675234657819798124356615938247,24,0.0,0,351496728946782531872315964527861493469573182183249675234657819798124356615938247,0.449009
000007009732009000090200008080100060000030000300056401050302000070000040004000005,815467239732589614496213758587124963641938527329756481958342176173695842264871395,25,0.0,0,815467239732589614496213758587124963641938527329756481958342176173695842264871395,0.252997
170000320920000058000300000000080000004010062037500000680000000000000800000065004,176458329923671458458392617561289743894713562237546981682934175345127896719865234,23,0.0,0,176458329923671458458392617561289743894713562237546981682934175345127896719865234,1.4367
100000000690000030000804700709005400000003580000000109500030000207008004000050068,178329645694517832352864791769185423421973586835246179586432917217698354943751268,25,0.0,0,178329645694517832352864791769185423421973586835246179586432917217698354943751268,0.379539
006000402200065070000007900800009050040100000170000008900000000520008001000002040,756893412291465873483217965862379154345186729179524638934751286527648391618932547,24,0.0,0,756893412291465873483217965862379154345186729179524638934751286527648391618932547,0.339497
400005200700400000020000600960000007040500000080300900008104060000000801032060000,419635278756482319823719654961248537347596182285371946598124763674953821132867495,24,0.0,0,419635278756482319823719654961248537347596182285371946598124763674953821132867495,0.448857
082900010003000005000100740207040000900720000000000600804500090390001004000000070,482957316713462985659183742237648159961725438548319627874536291395271864126894573,25,0.0,0,482957316713462985659183742237648159961725438548319627874536291395271864126894573,1.35159
008602000003000090000004706070010080800000000090000341300700905600280000000000008,718692534463157892925834716574316289831429657296578341382741965649285173157963428,24,0.0,0,718692534463157892925834716574316289831429657296578341382741965649285173157963428,1.02506
000040006070000001500600900805004090069500003000870000000000302600093100407000800,198245736276938541543617928815364297769521483324879615951486372682793154437152869,26,0.0,0,198245736276938541543617928815364297769521483324879615951486372682793154437152869,0.38241
000000000400380000609100508000004000000000002046020190000050001500002800031400205,783295614415386729629147538152974386978631452346528197267853941594712863831469275,25,1.0,0,783295614415386729629147538152974386978631452346528197267853941594712863831469275,1.73152
080000000054000010000500407403007206021003500060008003000000090005090000000831060,789314652354672918216589437493157286821463579567928143678245391135796824942831765,26,0.0,0,789314652354672918216589437493157286821463579567928143678245391135796824942831765,1.25277
000007000940015020000000043004062500300700001089000000000020090500000006070980004,862437915943615728157298643714862539325749861689153472438526197591374286276981354,25,0.0,0,862437915943615728157298643714862539325749861689153472438526197591374286276981354,0.42819
800020046400008050020000080002031008090004030000700500000080009000600010043000000,837529146469178253125346987652931478791854632384762591516483729278695314943217865,24,0.0,0,837529146469178253125346987652931478791854632384762591516483729278695314943217865,1.07545
000008905003064000090000084000010000006000128040000070001000000000021009500740600,412378965853964217697152384285617493736495128149283576971536842364821759528749631,24,0.0,0,412378965853964217697152384285617493736495128149283576971536842364821759528749631,0.277565
000009001106270000008000090000052000000000000005360420080000003070680200060001540,752849361196273854438516792847152936623497185915368427581924673374685219269731548,25,0.0,0,752849361196273854438516792847152936623497185915368427581924673374685219269731548,15.5828
502400090100025700980000000060000000000010400000007086050000013000030604028000000,572486391143925768986371245265849137897613452431257986654792813719538624328164579,24,0.0,0,572486391143925768986371245265849137897613452431257986654792813719538624328164579,6.38681
200900000800000030000582000400000100005009008007000290000020700000000506032068001,214936857859417632673582419498273165125649378367851294946125783781394526532768941,24,1.0,0,214936857859417632673582419498273165125649378367851294946125783781394526532768941,0.786226
901000060062000008800030700000009000000600000790480200600108000000700002000002095,971824563362517948854936721516279384248653179793481256625198437439765812187342695,24,0.0,0,971824563362517948854936721516279384248653179793481256625198437439765812187342695,0.802205
070000000003940100006750830400000000000800000301000609129000307000000006000080020,274138965853946172916752834492613758765894213381527649129465387538271496647389521,24,0.0,0,274138965853946172916752834492613758765894213381527649129465387538271496647389521,1.02191
